DISTRICT,SCHOOL_YEAR,LAST_YEAR_ENROLMENT,C_STU_CG_LAST_YR,C_STU_CG_THIS_YR,C_STU_RG_LAST_YR,C_STU_RG_THIS_YR,ENTER_ADD_LEARNING,EXIT_ADD_LEARNING,DIST_NET_RETENTION,FORECAST_ENROLMENT
81,2018,720.8,568.9,-575.2,12.1,-15.3,0,-0.1,-10,684
81,2019,684,566.9,-571.9,4.8,-7.9,0,0,-8,670.5
81,2020,670.5,535.4,-549,11.1,-11.9,0,0,-14,634.8
82,2015,4469.9,3520.2,-3545.3,98.5,-107.5,6.8,-42.9,-70,4288.9
82,2016,4288.9,3398.4,-3410.6,77.1,-97.6,8.1,-6.8,-31,4129.1
82,2017,4129.1,3334.1,-3361.4,89,-115.3,4,-8.1,-58,4108.9
82,2018,4108.9,3309.6,-3355.1,95.3,-121.3,3.3,-4,-72,4101.5
82,2019,4101.5,3408.7,-3432.5,57.1,-73.4,0.4,-3.3,-43,4140.3
82,2020,4140.3,3171.9,-3199.1,86.4,-98.7,1.5,-0.4,-38,3831.1
83,2015,5866.1,4973.3,-4890.2,47.4,-74.9,4.5,-4.8,55,5950.2
83,2016,5950.2,5021.5,-4958.2,85,-130.5,5.4,-4.5,19,6057.5
83,2017,6057.5,5120.4,-5084,65,-100.1,8.6,-5.4,5,6167
83,2018,6167,5307.4,-5239.3,38.2,-67,8.9,-8.6,40,6364
83,2019,6364,5392.4,-5379,40.7,-80.8,7.8,-8.9,-28,6431.1
83,2020,6431.1,5472.3,-5453.8,27.9,-48.5,8.4,-7.8,-1,6425.1
84,2015,388.6,272.9,-270.5,5.6,-7.4,17.8,-17.5,1,365.8
84,2016,365.8,283.3,-272.1,8.6,-8.5,16.5,-17.8,10,413.9
84,2017,413.9,298.1,-303.4,8.1,-9.9,20.3,-16.5,-3,416.5
84,2018,416.5,307.3,-303.3,23.4,-24.8,20.5,-20.3,3,464.1
84,2019,464.1,316.4,-315.6,28,-27.3,22.5,-20.5,4,474.4
84,2020,474.4,289.5,-287.4,20.5,-22.1,0,-22.5,-22,380.9
85,2015,1332.8,1043.6,-1033.9,45.4,-47,0,-3.6,5,1326.1
85,2016,1326.1,1089.9,-1085.5,29,-30.5,0.3,0,3,1359.9
85,2017,1359.9,1095.1,-1086.4,32.6,-33.3,0,-0.3,8,1354.3
85,2018,1354.3,1095.7,-1086.9,54.8,-54.3,0,0,9,1372
85,2019,1372,1067.4,-1061.6,34.4,-39.1,1.5,0,3,1289.9
85,2020,1289.9,993.7,-993.1,29.4,-32.3,1,-1.5,-3,1205.4
87,2015,184.1,141,-141,4.1,-5.1,0,0,-1,191.1
87,2016,191.1,147,-148,0,0,0,0,-1,180.3
87,2017,180.3,143,-143,2,-2,0,0,0,188.6
87,2018,188.6,117.1,-122,6.3,-9.9,0,0,-9,145.1
87,2019,145.1,111.1,-106.8,3,-3,0,0,4,151.1
87,2020,151.1,115.1,-116.6,7.8,-9.4,0,0,-3,168.1
91,2015,3829,2952.9,-3001.8,-2.1,-76.4,94.3,-53.9,-87,3751.9
91,2016,3751.9,2886.6,-2950.2,-54.2,-59.6,92.1,-94.3,-180,3720.3
91,2017,3720.3,2792.3,-2916.1,-136.4,-61.4,79.8,-92.1,-334,3585.5
91,2018,3585.5,2798.1,-2858.4,-132.4,-54.8,84.8,-79.8,-242,3555.7
91,2019,3555.7,2698.1,-2772.8,-24.8,-70.8,92.3,-84.8,-163,3478.6
91,2020,3478.6,2618.6,-2736.1,8,-69.5,101.6,-92.3,-170,3580.5
92,2015,420.8,296,-319.6,8.8,-11.9,4.7,0,-22,374.5
92,2016,374.5,299.9,-298.4,15.8,-12.4,0,-4.7,0,383.6
92,2017,383.6,312.8,-301.9,8.8,-7.2,0,0,13,386.8
92,2018,386.8,306.4,-300.4,9.1,-10.4,0,0,5,374.3
92,2019,374.3,291,-289.9,15.4,-14.8,0.9,0,3,373.4
92,2020,373.4,287.8,-292.8,13,-17.4,0.4,-0.9,-10,370.4
93,2015,5373.3,4554.7,-4538,10.3,-9.6,24.5,-22.9,19,5556.4
93,2016,5556.4,4687.6,-4699.1,8.9,-10.9,22.3,-24.5,-16,5704.6
93,2017,5704.6,4828.5,-4822.6,9.5,-9.6,27.3,-22.3,11,5970.3
93,2018,5970.3,5003,-4991,14.8,-14.9,9.1,-27.3,-6,6117.9
93,2019,6117.9,5106.9,-5094.6,1.3,-1.9,9.5,-9.1,12,6228.2
93,2020,6228.2,5334.3,-5328.4,5.1,-5,4.4,-9.5,1,6438.9
